s,x,y,kappa
1.47,1.528403834417628,-0.04451261282752576,0.19740176848760269
1.48,1.5383770873408833,-0.04524443771323001,0.15726940742237064
1.49,1.5483519219193644,-0.04595230391937025,0.10696499332306239
1.5,1.5583279408037694,-0.046640583065399546,0.04805808243176545
1.51,1.5683049892742598,-0.04731393235638479,-0.016837712488140127
1.52,1.5782829581911129,-0.04797706264720508,-0.0839746446957605
1.53,1.5882617384146047,-0.048634684792739524,-0.14867459436105168
1.54,1.598241005032398,-0.04929342639844694,-0.20593000349166635
1.55,1.6082187873674452,-0.04997453472145523,-0.25137232608959625
1.56,1.618192356637179,-0.05070599141935636,-0.28240839904783055
1.57,1.6281589800218395,-0.05151581401292467,-0.29917968981219056
1.58,1.6381160988476107,-0.052430200399243926,-0.3049546224300663
1.59,1.6480648192609793,-0.053437055342314625,-0.3056746066686068
1.6,1.658009732467604,-0.05448786876893125,-0.308630406716494
1.61,1.6679555678383517,-0.05553268693927907,-0.3205590604303816
1.62,1.677907016903659,-0.05652194000978954,-0.34569899191257175
1.63,1.6878653135605892,-0.05744113629203013,-0.3844120017685075
1.64,1.6978255080821214,-0.05833851779472496,-0.43282782413511106
1.65,1.7077820092521836,-0.05926883451920654,-0.4836403389365451
1.66,1.717729225933723,-0.060286835571452,-0.5278125644402594
1.67,1.7276627673289409,-0.061433669117671966,-0.5566726605401163
1.68,1.7375824756932507,-0.0627025189660418,-0.5638007443109858
1.69,1.7474891259380911,-0.06407600108037823,-0.5462290236101148
1.7,1.7573834929749004,-0.06553673142449798,-0.5047359910050714
1.71,1.76726653506948,-0.06706727888263006,-0.44329809365261547
1.72,1.7771406620558297,-0.06864983962230789,-0.3679733919227324
1.73,1.7870089741275195,-0.07026643254861262,-0.28557808100649773
1.74,1.7968745756834645,-0.07189907548682663,-0.20248293929865543
1.75,1.8067404938310627,-0.07353022605817022,-0.12375228286303314
1.76,1.8166082110923363,-0.07515113071882296,-0.05271447725675706
1.77,1.8264777847841844,-0.07676114547514132,0.00906391083110955
1.78,1.8363492188564814,-0.07835992999683274,0.06149607698994583
1.79,1.846222519474284,-0.07994713125784872,0.10551838829937879
1.8,1.8560978333955387,-0.08152159045955495,0.142594787644556
1.81,1.8659755298329732,-0.08308087386001815,0.17428012202632565
1.82,1.8758559976753373,-0.08462243494915334,0.20190690949472215
1.83,1.8857396257877928,-0.08614372706067033,0.22642156072687897
1.84,1.895626790046645,-0.08764211751825926,0.2483489954277202
1.85,1.9055178318231738,-0.08911474515911265,0.26785196086289886
1.86,1.9154130868227297,-0.0905587113015894,0.2848448124245906
1.87,1.9253128907506625,-0.09197111726404845,0.2991166946775967
1.88,1.9352175157211242,-0.09334945037408095,0.3104386354207358
1.89,1.9451269371576356,-0.0946929989211269,0.3186409775210003
1.9,1.9550410440259742,-0.0960015760076252,0.3236536053734326
1.91,1.9649597252819053,-0.09727499479678108,0.3255124532690614
1.92,1.9748828622908285,-0.09851314160751876,0.32434208938002407
1.93,1.984810270737858,-0.09971653578336198,0.3203252161155291
1.94,1.994741732651835,-0.10088602104595817,0.3136687711144616
1.95,2.004677029788251,-0.10202244375149422,0.30457547707491406
1.96,2.014615943059545,-0.1031266702025321,0.29322521224691656
1.97,2.024558237956097,-0.10419993158322273,0.27976608930730984
1.98,2.034503666473597,-0.10524377835820253,0.26431521340760394
1.99,2.044451980152314,-0.10625977176727633,0.2469683953131602
2.0,2.054402930464506,-0.10724947822801092,0.22781695447950642
2.01,2.064356265286363,-0.10821473793211656,0.20697004390155072
2.02,2.0743117271822653,-0.10915779546751835,0.18458071485866379
2.03,2.08426905828898,-0.11008092797696585,0.16087307161228662
2.04,2.0942280007179064,-0.1109864132912967,0.13616692783802828
2.05,2.1041882865914325,-0.11187680019333239,0.11089569272711791
2.06,2.1141496228882706,-0.11275531948815715,0.08561266484212254
2.07,2.1241117126930864,-0.11362530760685706,0.06098147540537662
2.08,2.1340742590905464,-0.11449010098051828,0.03774831095311164
2.09,2.144036971825086,-0.11535296797146918,0.01669594616489551
2.1,2.1539995894109567,-0.1162168828889775,-0.0014169625443108923
2.11,2.163961858129473,-0.11708474065600132,-0.015923989123002524
2.12,2.173923524262073,-0.11795943619425862,-0.02631628804171241
2.13,2.183884364453043,-0.11884351124880221,-0.03229428583541778
2.14,2.1938443739583517,-0.11973696470228118,-0.03379667068216918
2.15,2.20380364379619,-0.12063868154378837,-0.031001661579314888
2.16,2.213762265390867,-0.12154754203849333,-0.02430075356195944
