s,x,y,kappa,n_l,n_r
11.53,4.38,4.176,0.282,0.595,0.616
11.54,4.37,4.175,0.284,0.595,0.616
11.55,4.36,4.174,0.287,0.594,0.617
11.56,4.35,4.173,0.291,0.593,0.617
11.57,4.34,4.172,0.298,0.592,0.618
11.58,4.33,4.171,0.306,0.591,0.618
11.59,4.32,4.17,0.318,0.59,0.619
11.6,4.31,4.169,0.332,0.589,0.619
11.61,4.3,4.167,0.349,0.588,0.62
11.62,4.29,4.166,0.368,0.587,0.62
11.63,4.28,4.165,0.388,0.586,0.621
11.64,4.271,4.164,0.409,0.586,0.622
11.65,4.261,4.163,0.429,0.586,0.623
11.66,4.251,4.161,0.447,0.587,0.623
11.67,4.241,4.16,0.464,0.587,0.624
11.68,4.231,4.158,0.479,0.588,0.625
11.69,4.221,4.157,0.491,0.589,0.627
11.7,4.211,4.155,0.501,0.589,0.628
11.71,4.201,4.154,0.51,0.59,0.629
11.72,4.191,4.152,0.518,0.59,0.63
11.73,4.182,4.151,0.524,0.59,0.632
11.74,4.172,4.149,0.529,0.591,0.629
11.75,4.162,4.147,0.534,0.591,0.627
11.76,4.152,4.145,0.539,0.591,0.625
11.77,4.142,4.143,0.543,0.592,0.623
11.78,4.132,4.141,0.547,0.592,0.62
11.79,4.123,4.139,0.551,0.592,0.618
11.8,4.113,4.137,0.554,0.592,0.616
11.81,4.103,4.135,0.558,0.592,0.615
11.82,4.093,4.133,0.56,0.592,0.613
11.83,4.084,4.131,0.563,0.593,0.611
11.84,4.074,4.129,0.565,0.593,0.609
11.85,4.064,4.126,0.567,0.592,0.608
11.86,4.054,4.124,0.569,0.592,0.606
11.87,4.045,4.121,0.57,0.592,0.605
11.88,4.035,4.119,0.57,0.592,0.603
11.89,4.025,4.116,0.569,0.592,0.602
11.9,4.016,4.114,0.567,0.592,0.601
11.91,4.006,4.111,0.562,0.591,0.6
11.92,3.996,4.108,0.556,0.591,0.599
11.93,3.987,4.106,0.547,0.591,0.598
11.94,3.977,4.103,0.535,0.59,0.597
11.95,3.968,4.1,0.521,0.59,0.596
11.96,3.958,4.097,0.506,0.589,0.595
11.97,3.948,4.094,0.49,0.589,0.595
11.98,3.939,4.091,0.474,0.588,0.594
11.99,3.929,4.088,0.459,0.588,0.594
12.0,3.92,4.085,0.446,0.587,0.593
12.01,3.91,4.082,0.436,0.586,0.593
12.02,3.901,4.078,0.429,0.586,0.593
12.03,3.892,4.075,0.425,0.585,0.592
12.04,3.882,4.072,0.423,0.584,0.592
12.05,3.873,4.069,0.424,0.583,0.592
12.06,3.863,4.065,0.427,0.582,0.592
12.07,3.854,4.062,0.43,0.581,0.592
12.08,3.844,4.059,0.435,0.581,0.592
12.09,3.835,4.055,0.44,0.58,0.592
12.1,3.826,4.052,0.444,0.579,0.592
12.11,3.816,4.048,0.449,0.578,0.592
12.12,3.807,4.044,0.454,0.577,0.592
12.13,3.798,4.041,0.458,0.576,0.592
12.14,3.788,4.037,0.462,0.574,0.593
12.15,3.779,4.033,0.466,0.574,0.593
12.16,3.77,4.03,0.469,0.575,0.593
12.17,3.761,4.026,0.473,0.575,0.594
12.18,3.751,4.022,0.475,0.575,0.594
12.19,3.742,4.018,0.478,0.575,0.595
12.2,3.733,4.014,0.48,0.575,0.596
12.21,3.724,4.01,0.482,0.575,0.596
12.22,3.715,4.006,0.484,0.575,0.597
12.23,3.705,4.002,0.484,0.575,0.598
12.24,3.696,3.998,0.484,0.575,0.599
12.25,3.687,3.994,0.483,0.575,0.6
12.26,3.678,3.99,0.48,0.575,0.598
12.27,3.669,3.985,0.476,0.575,0.596
12.28,3.66,3.981,0.47,0.575,0.594
12.29,3.651,3.977,0.462,0.575,0.592
12.3,3.642,3.972,0.451,0.574,0.589
12.31,3.633,3.968,0.439,0.574,0.587
12.32,3.624,3.964,0.426,0.574,0.585
12.33,3.615,3.959,0.413,0.573,0.584
12.34,3.606,3.954,0.399,0.573,0.582
12.35,3.597,3.95,0.388,0.573,0.58
12.36,3.589,3.945,0.378,0.572,0.578
12.37,3.58,3.941,0.37,0.572,0.577
12.38,3.571,3.936,0.365,0.571,0.575
12.39,3.562,3.931,0.362,0.571,0.574
12.4,3.553,3.927,0.361,0.57,0.572
12.41,3.544,3.922,0.362,0.569,0.571
12.42,3.536,3.917,0.363,0.569,0.569
12.43,3.527,3.912,0.366,0.568,0.568
12.44,3.518,3.907,0.369,0.567,0.566
12.45,3.509,3.902,0.372,0.567,0.565
12.46,3.501,3.898,0.377,0.566,0.564
12.47,3.492,3.893,0.382,0.565,0.563
12.48,3.483,3.888,0.388,0.564,0.561
12.49,3.475,3.883,0.395,0.563,0.56
12.5,3.466,3.878,0.403,0.563,0.559
12.51,3.457,3.873,0.413,0.562,0.558
12.52,3.449,3.867,0.424,0.561,0.557
12.53,3.44,3.862,0.435,0.56,0.556
12.54,3.432,3.857,0.447,0.559,0.555
12.55,3.423,3.852,0.457,0.558,0.555
12.56,3.415,3.847,0.466,0.557,0.554
12.57,3.406,3.841,0.473,0.556,0.553
12.58,3.398,3.836,0.478,0.555,0.552
12.59,3.389,3.831,0.482,0.554,0.552
12.6,3.381,3.825,0.483,0.553,0.551
12.61,3.373,3.82,0.485,0.552,0.551
12.62,3.364,3.814,0.486,0.551,0.55
12.63,3.356,3.809,0.49,0.551,0.55
12.64,3.348,3.803,0.496,0.551,0.55
12.65,3.339,3.797,0.507,0.551,0.549
12.66,3.331,3.792,0.522,0.551,0.549
12.67,3.323,3.786,0.542,0.551,0.549
12.68,3.315,3.78,0.565,0.55,0.549
12.69,3.307,3.774,0.592,0.55,0.549
12.7,3.298,3.769,0.619,0.55,0.549
12.71,3.29,3.763,0.645,0.55,0.549
12.72,3.282,3.757,0.668,0.549,0.549
12.73,3.274,3.751,0.687,0.549,0.55
12.74,3.266,3.745,0.701,0.548,0.55
12.75,3.258,3.739,0.708,0.548,0.551
12.76,3.251,3.732,0.711,0.548,0.552
12.77,3.243,3.726,0.708,0.547,0.552
12.78,3.235,3.72,0.7,0.546,0.553
12.79,3.227,3.713,0.689,0.546,0.554
12.8,3.22,3.707,0.673,0.545,0.555
12.81,3.212,3.701,0.653,0.544,0.557
12.82,3.204,3.694,0.63,0.543,0.558
12.83,3.197,3.688,0.602,0.543,0.559
12.84,3.189,3.681,0.57,0.542,0.561
12.85,3.182,3.674,0.534,0.541,0.562
12.86,3.174,3.668,0.496,0.54,0.564
12.87,3.167,3.661,0.457,0.539,0.565
12.88,3.16,3.654,0.418,0.537,0.567
12.89,3.152,3.647,0.381,0.536,0.568
12.9,3.145,3.64,0.349,0.534,0.57
12.91,3.138,3.634,0.321,0.533,0.572
12.92,3.131,3.627,0.298,0.531,0.573
12.93,3.123,3.62,0.281,0.53,0.575
12.94,3.116,3.613,0.268,0.528,0.576
12.95,3.109,3.606,0.26,0.527,0.578
12.96,3.102,3.599,0.254,0.525,0.576
12.97,3.094,3.592,0.251,0.523,0.574
12.98,3.087,3.585,0.248,0.522,0.573
12.99,3.08,3.578,0.247,0.52,0.571
13.0,3.073,3.571,0.246,0.519,0.569
13.01,3.066,3.564,0.245,0.522,0.568
13.02,3.059,3.557,0.244,0.525,0.566
13.03,3.052,3.55,0.243,0.528,0.564
13.04,3.045,3.543,0.241,0.531,0.563
13.05,3.038,3.536,0.239,0.534,0.561
13.06,3.031,3.529,0.237,0.537,0.56
13.07,3.024,3.522,0.235,0.54,0.558
13.08,3.017,3.514,0.233,0.543,0.557
13.09,3.01,3.507,0.23,0.543,0.555
13.1,3.003,3.5,0.228,0.542,0.554
13.11,2.996,3.493,0.226,0.541,0.552
13.12,2.989,3.486,0.224,0.54,0.551
13.13,2.982,3.478,0.223,0.539,0.55
13.14,2.975,3.471,0.224,0.538,0.548
13.15,2.968,3.464,0.226,0.537,0.547
13.16,2.961,3.457,0.231,0.536,0.546
13.17,2.954,3.449,0.238,0.535,0.545
13.18,2.948,3.442,0.247,0.534,0.544
13.19,2.941,3.435,0.26,0.532,0.542
13.2,2.934,3.427,0.274,0.531,0.541
13.21,2.927,3.42,0.289,0.53,0.54
13.22,2.92,3.413,0.304,0.529,0.539
13.23,2.914,3.405,0.319,0.528,0.538
13.24,2.907,3.398,0.332,0.527,0.537
13.25,2.9,3.391,0.343,0.526,0.536
13.26,2.893,3.383,0.353,0.524,0.535
13.27,2.887,3.376,0.36,0.523,0.534
13.28,2.88,3.368,0.366,0.522,0.533
13.29,2.874,3.361,0.37,0.521,0.532
13.3,2.867,3.353,0.373,0.519,0.531
13.31,2.861,3.345,0.376,0.518,0.527
13.32,2.854,3.338,0.379,0.517,0.522
13.33,2.848,3.33,0.383,0.515,0.518
13.34,2.841,3.323,0.388,0.514,0.513
13.35,2.835,3.315,0.395,0.512,0.508
13.36,2.828,3.307,0.405,0.512,0.504
13.37,2.822,3.299,0.418,0.519,0.499
13.38,2.816,3.292,0.433,0.525,0.494
13.39,2.809,3.284,0.451,0.532,0.49
13.4,2.803,3.276,0.471,0.538,0.486
13.41,2.797,3.268,0.491,0.544,0.481
13.42,2.791,3.26,0.509,0.544,0.477
13.43,2.785,3.253,0.525,0.542,0.472
13.44,2.779,3.245,0.537,0.539,0.468
13.45,2.772,3.237,0.545,0.537,0.463
13.46,2.766,3.229,0.548,0.534,0.459
13.47,2.761,3.221,0.546,0.532,0.455
13.48,2.755,3.213,0.541,0.529,0.451
13.49,2.749,3.204,0.533,0.526,0.447
13.5,2.743,3.196,0.523,0.523,0.443
13.51,2.737,3.188,0.511,0.521,0.439
13.52,2.731,3.18,0.498,0.517,0.436
13.53,2.726,3.172,0.484,0.514,0.437
13.54,2.72,3.163,0.469,0.511,0.438
13.55,2.715,3.155,0.454,0.51,0.439
13.56,2.709,3.147,0.437,0.512,0.441
13.57,2.703,3.139,0.42,0.514,0.442
13.58,2.698,3.13,0.402,0.516,0.443
13.59,2.692,3.122,0.384,0.518,0.445
13.6,2.687,3.113,0.365,0.521,0.447
13.61,2.682,3.105,0.345,0.523,0.448
13.62,2.676,3.097,0.325,0.525,0.45
13.63,2.671,3.088,0.304,0.527,0.451
13.64,2.666,3.08,0.284,0.529,0.459
13.65,2.66,3.071,0.263,0.527,0.467
13.66,2.655,3.063,0.243,0.524,0.475
13.67,2.65,3.054,0.222,0.522,0.483
13.68,2.645,3.046,0.201,0.519,0.491
13.69,2.639,3.037,0.181,0.516,0.499
13.7,2.634,3.029,0.16,0.513,0.508
13.71,2.629,3.02,0.14,0.51,0.516
13.72,2.624,3.011,0.119,0.507,0.523
13.73,2.619,3.003,0.099,0.504,0.531
13.74,2.613,2.994,0.078,0.501,0.538
13.75,2.608,2.986,0.057,0.498,0.537
13.76,2.603,2.977,0.037,0.507,0.536
13.77,2.598,2.969,0.016,0.52,0.535
13.78,2.593,2.96,-0.005,0.534,0.534
13.79,2.588,2.951,-0.026,0.548,0.533
13.8,2.583,2.943,-0.047,0.541,0.533
13.81,2.578,2.934,-0.067,0.53,0.532
13.82,2.572,2.926,-0.088,0.52,0.531
13.83,2.567,2.917,-0.109,0.509,0.53
13.84,2.562,2.909,-0.13,0.506,0.529
13.85,2.557,2.9,-0.151,0.507,0.528
13.86,2.552,2.891,-0.171,0.508,0.528
13.87,2.546,2.883,-0.19,0.509,0.527
13.88,2.541,2.874,-0.208,0.51,0.526
13.89,2.536,2.866,-0.224,0.511,0.525
13.9,2.531,2.857,-0.238,0.512,0.524
13.91,2.525,2.849,-0.249,0.506,0.523
13.92,2.52,2.84,-0.256,0.495,0.523
13.93,2.515,2.832,-0.26,0.483,0.522
13.94,2.509,2.823,-0.261,0.472,0.521
13.95,2.504,2.815,-0.259,0.461,0.52
13.96,2.499,2.807,-0.255,0.452,0.519
13.97,2.493,2.798,-0.25,0.454,0.518
13.98,2.488,2.79,-0.245,0.457,0.517
13.99,2.482,2.782,-0.241,0.459,0.516
14.0,2.477,2.773,-0.239,0.462,0.514
14.01,2.471,2.765,-0.239,0.464,0.513
14.02,2.466,2.756,-0.241,0.467,0.512
14.03,2.46,2.748,-0.244,0.47,0.511
14.04,2.455,2.74,-0.248,0.473,0.51
14.05,2.449,2.732,-0.252,0.475,0.509
14.06,2.443,2.723,-0.254,0.478,0.507
14.07,2.438,2.715,-0.254,0.481,0.506
14.08,2.432,2.707,-0.251,0.484,0.505
14.09,2.427,2.698,-0.243,0.487,0.504
14.1,2.421,2.69,-0.232,0.49,0.502
14.11,2.415,2.682,-0.216,0.493,0.501
14.12,2.409,2.674,-0.197,0.496,0.5
14.13,2.404,2.666,-0.177,0.499,0.498
14.14,2.398,2.658,-0.158,0.502,0.497
14.15,2.392,2.649,-0.141,0.505,0.495
14.16,2.386,2.641,-0.128,0.508,0.494
14.17,2.38,2.633,-0.12,0.51,0.492
14.18,2.375,2.625,-0.119,0.513,0.49
14.19,2.369,2.617,-0.123,0.516,0.489
14.2,2.363,2.609,-0.133,0.519,0.487
14.21,2.357,2.601,-0.146,0.522,0.486
14.22,2.351,2.592,-0.163,0.525,0.484
14.23,2.346,2.584,-0.18,0.528,0.483
14.24,2.34,2.576,-0.198,0.531,0.481
14.25,2.334,2.568,-0.215,0.534,0.479
14.26,2.328,2.56,-0.229,0.538,0.478
14.27,2.322,2.552,-0.24,0.541,0.476
14.28,2.316,2.544,-0.248,0.54,0.475
14.29,2.31,2.536,-0.253,0.539,0.473
14.3,2.304,2.528,-0.256,0.539,0.472
14.31,2.298,2.52,-0.256,0.538,0.47
14.32,2.292,2.512,-0.255,0.538,0.468
14.33,2.286,2.504,-0.254,0.537,0.466
14.34,2.28,2.496,-0.254,0.537,0.465
14.35,2.274,2.488,-0.255,0.536,0.463
14.36,2.268,2.48,-0.258,0.536,0.461
14.37,2.262,2.472,-0.263,0.535,0.459
14.38,2.255,2.464,-0.269,0.535,0.457
14.39,2.249,2.456,-0.277,0.535,0.458
14.4,2.243,2.449,-0.286,0.534,0.46
14.41,2.237,2.441,-0.295,0.54,0.461
14.42,2.231,2.433,-0.306,0.553,0.463
14.43,2.224,2.425,-0.318,0.69,0.464
14.44,2.218,2.417,-0.33,0.691,0.466
14.45,2.212,2.41,-0.344,0.692,0.468
14.46,2.206,2.402,-0.36,0.693,0.469
14.47,2.199,2.394,-0.377,0.695,0.471
14.48,2.193,2.386,-0.398,0.696,0.472
14.49,2.186,2.379,-0.42,0.698,0.473
14.5,2.18,2.371,-0.446,0.699,0.475
14.51,2.173,2.363,-0.473,0.701,0.476
14.52,2.167,2.356,-0.501,0.702,0.477
14.53,2.16,2.348,-0.531,0.704,0.478
14.54,2.154,2.341,-0.56,0.706,0.479
14.55,2.147,2.333,-0.588,0.708,0.48
14.56,2.141,2.326,-0.615,0.71,0.481
14.57,2.134,2.318,-0.641,0.713,0.482
14.58,2.127,2.311,-0.666,0.714,0.483
14.59,2.12,2.304,-0.69,0.714,0.483
14.6,2.113,2.297,-0.714,0.713,0.484
14.61,2.106,2.289,-0.74,0.713,0.485
14.62,2.1,2.282,-0.767,0.713,0.485
14.63,2.092,2.275,-0.797,0.713,0.486
14.64,2.085,2.268,-0.83,0.713,0.486
14.65,2.078,2.261,-0.865,0.713,0.487
14.66,2.071,2.254,-0.903,0.713,0.487
14.67,2.064,2.247,-0.943,0.714,0.487
14.68,2.057,2.24,-0.984,0.714,0.488
14.69,2.049,2.234,-1.024,0.715,0.488
14.7,2.042,2.227,-1.064,0.716,0.488
14.71,2.034,2.22,-1.1,0.717,0.488
14.72,2.027,2.214,-1.134,0.719,0.489
14.73,2.019,2.207,-1.165,0.72,0.492
14.74,2.011,2.201,-1.191,0.722,0.494
14.75,2.003,2.195,-1.212,0.724,0.496
14.76,1.995,2.189,-1.228,0.727,0.498
14.77,1.987,2.183,-1.236,0.727,0.5
14.78,1.979,2.177,-1.237,0.724,0.501
14.79,1.971,2.171,-1.227,0.721,0.503
14.8,1.963,2.165,-1.208,0.719,0.504
14.81,1.955,2.16,-1.178,0.717,0.506
14.82,1.946,2.154,-1.139,0.715,0.507
14.83,1.938,2.149,-1.092,0.713,0.508
14.84,1.929,2.143,-1.041,0.711,0.51
14.85,1.921,2.138,-0.989,0.71,0.512
14.86,1.912,2.133,-0.94,0.71,0.514
14.87,1.904,2.128,-0.895,0.709,0.516
14.88,1.895,2.123,-0.858,0.708,0.518
14.89,1.886,2.118,-0.83,0.708,0.521
14.9,1.878,2.113,-0.809,0.707,0.523
14.91,1.869,2.109,-0.796,0.707,0.525
14.92,1.86,2.104,-0.79,0.707,0.526
14.93,1.851,2.099,-0.788,0.707,0.528
14.94,1.842,2.095,-0.789,0.705,0.53
14.95,1.833,2.09,-0.793,0.7,0.532
14.96,1.824,2.086,-0.798,0.696,0.533
14.97,1.815,2.081,-0.804,0.691,0.535
14.98,1.806,2.077,-0.811,0.687,0.536
14.99,1.797,2.073,-0.817,0.683,0.538
15.0,1.788,2.069,-0.824,0.679,0.539
15.01,1.779,2.065,-0.831,0.675,0.541
15.02,1.77,2.061,-0.838,0.671,0.542
15.03,1.761,2.057,-0.845,0.667,0.543
15.04,1.751,2.053,-0.852,0.664,0.544
15.05,1.742,2.049,-0.859,0.66,0.545
15.06,1.733,2.046,-0.867,0.657,0.546
15.07,1.723,2.042,-0.874,0.652,0.547
15.08,1.714,2.038,-0.881,0.646,0.548
15.09,1.705,2.035,-0.888,0.64,0.549
15.1,1.695,2.032,-0.895,0.634,0.55
15.11,1.686,2.028,-0.902,0.629,0.551
15.12,1.676,2.025,-0.909,0.623,0.551
15.13,1.667,2.022,-0.916,0.618,0.552
15.14,1.657,2.019,-0.923,0.613,0.553
15.15,1.648,2.016,-0.931,0.608,0.553
15.16,1.638,2.013,-0.938,0.604,0.554
15.17,1.629,2.011,-0.945,0.599,0.554
15.18,1.619,2.008,-0.952,0.595,0.554
15.19,1.609,2.005,-0.959,0.591,0.555
15.2,1.599,2.003,-0.966,0.586,0.555
15.21,1.59,2.001,-0.973,0.583,0.555
15.22,1.58,1.998,-0.98,0.579,0.556
15.23,1.57,1.996,-0.988,0.575,0.556
15.24,1.561,1.994,-0.995,0.572,0.556
15.25,1.551,1.992,-1.002,0.569,0.556
15.26,1.541,1.99,-1.009,0.566,0.556
15.27,1.531,1.988,-1.017,0.563,0.556
15.28,1.521,1.987,-1.025,0.56,0.556
15.29,1.511,1.985,-1.034,0.557,0.556
15.3,1.501,1.984,-1.043,0.555,0.556
15.31,1.492,1.982,-1.055,0.553,0.556
15.32,1.482,1.981,-1.068,0.55,0.557
15.33,1.472,1.98,-1.084,0.549,0.558
15.34,1.462,1.979,-1.102,0.547,0.56
15.35,1.452,1.978,-1.124,0.545,0.561
15.36,1.442,1.977,-1.148,0.544,0.562
15.37,1.432,1.976,-1.175,0.542,0.563
15.38,1.422,1.976,-1.203,0.541,0.564
15.39,1.412,1.975,-1.232,0.54,0.565
15.4,1.402,1.975,-1.261,0.54,0.565
15.41,1.392,1.974,-1.287,0.539,0.566
15.42,1.382,1.974,-1.312,0.539,0.567
15.43,1.372,1.974,-1.334,0.539,0.567
15.44,1.362,1.974,-1.353,0.539,0.567
15.45,1.352,1.975,-1.369,0.539,0.568
15.46,1.342,1.975,-1.383,0.54,0.568
15.47,1.332,1.976,-1.395,0.541,0.568
15.48,1.322,1.976,-1.406,0.542,0.569
15.49,1.312,1.977,-1.415,0.543,0.569
15.5,1.302,1.978,-1.423,0.545,0.569
15.51,1.292,1.979,-1.429,0.547,0.569
15.52,1.282,1.981,-1.433,0.549,0.569
15.53,1.272,1.982,-1.435,0.552,0.569
15.54,1.262,1.983,-1.435,0.555,0.569
15.55,1.253,1.985,-1.432,0.558,0.569
15.56,1.243,1.987,-1.426,0.561,0.569
15.57,1.233,1.989,-1.417,0.565,0.569
15.58,1.223,1.991,-1.404,0.568,0.569
15.59,1.213,1.993,-1.387,0.573,0.569
15.6,1.204,1.996,-1.367,0.577,0.569
15.61,1.194,1.998,-1.344,0.582,0.569
15.62,1.184,2.001,-1.319,0.587,0.569
15.63,1.175,2.004,-1.293,0.592,0.569
15.64,1.165,2.007,-1.267,0.597,0.568
15.65,1.156,2.01,-1.243,0.602,0.568
15.66,1.146,2.013,-1.22,0.608,0.568
15.67,1.137,2.016,-1.2,0.614,0.567
15.68,1.127,2.02,-1.183,0.62,0.567
15.69,1.118,2.023,-1.168,0.626,0.566
15.7,1.109,2.027,-1.155,0.633,0.565
15.71,1.099,2.03,-1.144,0.64,0.565
15.72,1.09,2.034,-1.134,0.647,0.564
15.73,1.081,2.038,-1.126,0.654,0.563
15.74,1.072,2.042,-1.118,0.662,0.562
15.75,1.063,2.046,-1.111,0.678,0.562
15.76,1.054,2.051,-1.105,0.694,0.561
15.77,1.045,2.055,-1.101,0.71,0.56
15.78,1.036,2.059,-1.098,0.727,0.559
15.79,1.027,2.064,-1.098,0.745,0.557
15.8,1.018,2.068,-1.1,0.763,0.556
15.81,1.009,2.073,-1.105,0.781,0.555
15.82,1.0,2.078,-1.111,0.8,0.554
15.83,0.992,2.083,-1.117,0.82,0.552
15.84,0.983,2.088,-1.122,0.84,0.551
15.85,0.974,2.093,-1.124,0.861,0.549
15.86,0.966,2.098,-1.12,0.885,0.548
15.87,0.957,2.103,-1.11,0.912,0.547
15.88,0.949,2.109,-1.093,0.963,0.547
15.89,0.94,2.114,-1.07,1.029,0.545
15.9,0.932,2.12,-1.043,1.024,0.543
15.91,0.924,2.126,-1.012,1.02,0.541
15.92,0.916,2.131,-0.981,1.016,0.539
15.93,0.908,2.137,-0.952,1.011,0.536
15.94,0.9,2.143,-0.925,1.008,0.534
15.95,0.892,2.149,-0.902,1.004,0.531
15.96,0.884,2.155,-0.882,1.0,0.529
15.97,0.876,2.161,-0.866,0.997,0.526
15.98,0.868,2.167,-0.853,0.994,0.523
15.99,0.86,2.174,-0.842,0.991,0.52
16.0,0.852,2.18,-0.835,0.987,0.517
16.01,0.845,2.186,-0.83,0.978,0.514
16.02,0.837,2.193,-0.829,0.97,0.511
16.03,0.829,2.199,-0.832,0.963,0.509
16.04,0.822,2.206,-0.838,0.955,0.509
16.05,0.814,2.212,-0.848,0.948,0.509
16.06,0.807,2.219,-0.861,0.941,0.509
16.07,0.799,2.226,-0.876,0.934,0.509
16.08,0.792,2.233,-0.892,0.927,0.509
16.09,0.785,2.24,-0.908,0.92,0.509
16.1,0.778,2.246,-0.922,0.913,0.509
16.11,0.77,2.253,-0.935,0.906,0.509
16.12,0.763,2.261,-0.946,0.9,0.508
16.13,0.756,2.268,-0.955,0.893,0.508
16.14,0.749,2.275,-0.964,0.887,0.508
16.15,0.743,2.282,-0.972,0.882,0.507
16.16,0.736,2.29,-0.982,0.876,0.507
16.17,0.729,2.297,-0.994,0.871,0.506
16.18,0.722,2.304,-1.007,0.866,0.506
16.19,0.716,2.312,-1.02,0.861,0.505
16.2,0.709,2.32,-1.033,0.856,0.504
16.21,0.703,2.327,-1.045,0.851,0.504
16.22,0.697,2.335,-1.053,0.847,0.503
16.23,0.69,2.343,-1.056,0.842,0.503
16.24,0.684,2.351,-1.054,0.838,0.502
16.25,0.678,2.359,-1.048,0.834,0.501
16.26,0.672,2.367,-1.038,0.831,0.5
16.27,0.666,2.375,-1.025,0.827,0.499
16.28,0.66,2.383,-1.011,0.824,0.498
16.29,0.655,2.391,-0.998,0.821,0.497
16.3,0.649,2.399,-0.985,0.819,0.496
16.31,0.644,2.408,-0.973,0.816,0.494
16.32,0.638,2.416,-0.963,0.814,0.493
16.33,0.633,2.424,-0.952,0.812,0.491
16.34,0.627,2.433,-0.94,0.81,0.49
16.35,0.622,2.441,-0.927,0.807,0.489
16.36,0.617,2.45,-0.91,0.8,0.487
16.37,0.612,2.458,-0.89,0.794,0.486
16.38,0.607,2.467,-0.867,0.788,0.484
16.39,0.602,2.476,-0.84,0.782,0.482
16.4,0.597,2.485,-0.811,0.776,0.48
16.41,0.592,2.493,-0.779,0.771,0.478
16.42,0.587,2.502,-0.746,0.766,0.475
16.43,0.583,2.511,-0.712,0.761,0.473
16.44,0.578,2.52,-0.676,0.756,0.471
16.45,0.574,2.529,-0.639,0.752,0.472
16.46,0.569,2.538,-0.601,0.748,0.473
16.47,0.565,2.547,-0.561,0.743,0.474
16.48,0.56,2.556,-0.522,0.74,0.475
16.49,0.556,2.565,-0.481,0.731,0.476
16.5,0.552,2.574,-0.441,0.722,0.477
16.51,0.548,2.583,-0.4,0.713,0.478
16.52,0.544,2.592,-0.36,0.704,0.479
16.53,0.539,2.601,-0.32,0.696,0.479
16.54,0.535,2.61,-0.281,0.688,0.48
16.55,0.531,2.619,-0.242,0.68,0.481
16.56,0.527,2.628,-0.203,0.672,0.482
16.57,0.523,2.638,-0.165,0.665,0.483
16.58,0.519,2.647,-0.127,0.658,0.484
16.59,0.515,2.656,-0.089,0.651,0.484
16.6,0.511,2.665,-0.051,0.644,0.485
16.61,0.507,2.674,-0.013,0.637,0.486
16.62,0.503,2.683,0.025,0.631,0.487
16.63,0.499,2.692,0.063,0.624,0.488
16.64,0.495,2.702,0.102,0.618,0.489
16.65,0.491,2.711,0.141,0.612,0.49
16.66,0.487,2.72,0.18,0.606,0.491
16.67,0.483,2.729,0.22,0.6,0.492
16.68,0.479,2.738,0.261,0.595,0.493
16.69,0.474,2.747,0.301,0.589,0.494
16.7,0.47,2.756,0.342,0.583,0.495
16.71,0.466,2.765,0.381,0.578,0.496
16.72,0.462,2.775,0.419,0.573,0.497
16.73,0.458,2.784,0.453,0.568,0.499
16.74,0.453,2.793,0.484,0.563,0.5
16.75,0.449,2.802,0.509,0.558,0.502
16.76,0.445,2.811,0.527,0.553,0.503
16.77,0.44,2.82,0.54,0.555,0.505
16.78,0.436,2.829,0.546,0.558,0.507
16.79,0.431,2.837,0.547,0.56,0.509
16.8,0.427,2.846,0.545,0.563,0.511
16.81,0.422,2.855,0.541,0.566,0.513
16.82,0.417,2.864,0.539,0.569,0.515
16.83,0.412,2.873,0.538,0.572,0.517
16.84,0.408,2.882,0.541,0.575,0.519
16.85,0.403,2.89,0.549,0.578,0.521
16.86,0.398,2.899,0.56,0.581,0.524
16.87,0.393,2.908,0.576,0.583,0.526
16.88,0.388,2.916,0.595,0.586,0.529
16.89,0.383,2.925,0.616,0.588,0.528
16.9,0.378,2.934,0.639,0.591,0.522
16.91,0.373,2.942,0.664,0.593,0.516
16.92,0.368,2.951,0.69,0.599,0.511
16.93,0.362,2.959,0.717,0.607,0.505
16.94,0.357,2.968,0.746,0.614,0.507
16.95,0.352,2.976,0.777,0.621,0.511
16.96,0.346,2.985,0.812,0.628,0.516
16.97,0.341,2.993,0.852,0.634,0.521
16.98,0.335,3.001,0.899,0.639,0.526
16.99,0.33,3.01,0.954,0.645,0.531
17.0,0.324,3.018,1.019,0.65,0.536
17.01,0.318,3.026,1.093,0.654,0.542
17.02,0.312,3.034,1.174,0.658,0.548
17.03,0.306,3.042,1.259,0.662,0.554
17.04,0.3,3.05,1.342,0.666,0.561
17.05,0.294,3.058,1.414,0.669,0.568
17.06,0.288,3.066,1.469,0.667,0.577
17.07,0.282,3.074,1.501,0.662,0.588
17.08,0.275,3.081,1.507,0.656,0.6
17.09,0.269,3.089,1.489,0.652,0.612
17.1,0.262,3.096,1.451,0.649,0.625
17.11,0.255,3.103,1.401,0.651,0.635
17.12,0.248,3.11,1.347,0.655,0.644
17.13,0.24,3.117,1.297,0.659,0.653
17.14,0.233,3.124,1.255,0.662,0.662
17.15,0.226,3.131,1.223,0.666,0.672
17.16,0.219,3.138,1.198,0.668,0.683
17.17,0.211,3.145,1.179,0.667,0.697
17.18,0.204,3.151,1.161,0.666,0.712
17.19,0.196,3.158,1.141,0.667,0.726
17.2,0.189,3.164,1.118,0.67,0.738
17.21,0.181,3.17,1.093,0.672,0.751
17.22,0.173,3.177,1.068,0.673,0.763
